FixedRef,FeatureType,Value
8336,25,Location
8337,25,Location
8339,25,Location
8340,25,Location
8341,25,Location
8342,25,Location
8342,25,Location
8342,25,Location
8345,25,Location
8346,25,Location
8347,25,Location
8348,25,Location
8349,25,Location
8350,25,Location
8351,25,Location
8352,25,Location
8354,25,Location
8357,25,Location
8359,25,Location
8360,25,Location
8364,25,Location
8365,25,Location
8366,25,Location
8367,25,Location
8368,25,Location
8369,25,Location
8370,25,Location
8371,25,Location
8372,25,Location
8373,25,Location
8374,25,Location
8375,25,Location
8376,25,Location
8377,25,Location
8378,8,Birthdate
8378,25,Location
8379,25,Location
8380,25,Location
8382,25,Location
8383,25,Location
8384,25,Location
8385,25,Location
8387,25,Location
8388,25,Location
8389,8,Birthdate
8389,25,Location
8390,25,Location
8390,25,Location
8390,25,Location
8390,25,Location
8390,25,Location
8392,25,Location
8393,25,Location
8394,25,Location
8395,25,Location
8396,25,Location
8397,25,Location
8399,25,Location
8401,8,Birthdate
8401,25,Location
8403,25,Location
8404,25,Location
8405,25,Location
8406,25,Location
8407,25,Location
8408,25,Location
8409,25,Location
8409,25,Location
8411,25,Location
8412,25,Location
8413,25,Location
8414,25,Location
8415,25,Location
8416,25,Location
8418,8,Birthdate
8418,9,Place of Birth
8418,25,Location
8419,8,Birthdate
8419,9,Place of Birth
8419,25,Location
8420,25,Location
8420,25,Location
8420,25,Location
8420,25,Location
8422,25,Location
8422,25,Location
8422,25,Location
8422,25,Location
8591,8,Birthdate
8591,9,Place of Birth
8591,10,Nationality Country
8591,25,Location
8592,25,Location
8593,25,Location
8594,10,Nationality Country
8594,8,Birthdate
8594,224,Gender
8594,25,Location
8594,25,Location
8594,26,Title
8595,8,Birthdate
8595,9,Place of Birth
8595,25,Location
8595,26,Title
8596,8,Birthdate
8596,9,Place of Birth
8596,25,Location
8596,26,Title
8597,25,Location
8597,26,Title
8598,8,Birthdate
8598,9,Place of Birth
8598,25,Location
8598,26,Title
8599,8,Birthdate
8599,9,Place of Birth
8599,25,Location
8599,25,Location
8599,25,Location
8599,25,Location
8599,25,Location
8600,8,Birthdate
8600,9,Place of Birth
8600,25,Location
8600,25,Location
8600,25,Location
8600,25,Location
8600,25,Location
8600,25,Location
8600,25,Location
8600,25,Location
8600,25,Location
8600,25,Location
8730,25,Location
8731,25,Location
8732,25,Location
8733,25,Location
8734,25,Location
8735,25,Location
8736,25,Location
8737,25,Location
8738,25,Location
8739,25,Location
8740,25,Location
8741,25,Location
8742,25,Location
8743,25,Location
8744,25,Location
8744,25,Location
8745,8,Birthdate
8745,9,Place of Birth
8745,25,Location
8745,25,Location
8745,25,Location
8745,25,Location
8745,25,Location
8746,8,Birthdate
8746,9,Place of Birth
8746,25,Location
8746,25,Location
8746,25,Location
8750,8,Birthdate
8750,9,Place of Birth
8750,25,Location
8750,25,Location
8750,25,Location
8750,25,Location
8759,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8761,25,Location
8800,8,Birthdate
8800,10,Nationality Country
8800,25,Location
8801,8,Birthdate
8801,10,Nationality Country
8801,25,Location
8802,10,Nationality Country
8802,8,Birthdate
8802,25,Location
8803,10,Nationality Country
8803,8,Birthdate
8803,25,Location
8804,10,Nationality Country
8804,8,Birthdate
8804,25,Location
8805,10,Nationality Country
8805,8,Birthdate
8805,25,Location
8807,10,Nationality Country
8807,8,Birthdate
8807,9,Place of Birth
8807,25,Location
8808,11,Citizenship Country
8808,8,Birthdate
8808,9,Place of Birth
8808,8,Birthdate
8808,25,Location
8808,26,Title
8809,11,Citizenship Country
8809,8,Birthdate
8809,9,Place of Birth
8809,8,Birthdate
8809,25,Location
8811,25,Location
8812,25,Location
8813,25,Location
8815,8,Birthdate
8815,9,Place of Birth
8815,25,Location
8816,8,Birthdate
8816,9,Place of Birth
8816,25,Location
8818,8,Birthdate
8818,9,Place of Birth
8818,25,Location
8819,8,Birthdate
8819,9,Place of Birth
8819,25,Location
8859,25,Location
8859,25,Location
8859,25,Location
8860,8,Birthdate
8860,25,Location
8863,25,Location
8864,25,Location
8865,25,Location
8865,25,Location
8866,25,Location
8866,25,Location
8867,8,Birthdate
8867,9,Place of Birth
8867,10,Nationality Country
8867,25,Location
8868,10,Nationality Country
8868,8,Birthdate
8868,9,Place of Birth
8868,25,Location
8868,26,Title
8881,8,Birthdate
8881,10,Nationality Country
8881,25,Location
8882,25,Location
8882,25,Location
8883,8,Birthdate
8883,9,Place of Birth
8883,10,Nationality Country
8883,25,Location
8883,25,Location
8883,25,Location
8883,25,Location
8883,25,Location
8883,25,Location
8884,8,Birthdate
8884,9,Place of Birth
8884,10,Nationality Country
8884,25,Location
8885,8,Birthdate
8885,9,Place of Birth
8885,11,Citizenship Country
8885,25,Location
8886,8,Birthdate
8886,9,Place of Birth
8886,10,Nationality Country
8886,224,Gender
8886,25,Location
9329,8,Birthdate
9329,9,Place of Birth
9329,10,Nationality Country
9329,8,Birthdate
9329,9,Place of Birth
9329,25,Location
9329,25,Location
9330,8,Birthdate
9330,10,Nationality Country
9330,9,Place of Birth
9330,25,Location
9330,25,Location
9330,25,Location
9331,8,Birthdate
9331,9,Place of Birth
9331,10,Nationality Country
9331,9,Place of Birth
9331,25,Location
9331,25,Location
9332,8,Birthdate
9332,8,Birthdate
9332,10,Nationality Country
9332,9,Place of Birth
9332,25,Location
9332,25,Location
9332,25,Location
9333,25,Location
9333,25,Location
9333,25,Location
9333,25,Location
9333,25,Location
9333,25,Location
9333,25,Location
9334,25,Location
9335,8,Birthdate
9335,9,Place of Birth
9335,9,Place of Birth
9335,11,Citizenship Country
9335,10,Nationality Country
9335,25,Location
9337,25,Location
9338,8,Birthdate
9338,9,Place of Birth
9338,11,Citizenship Country
9338,10,Nationality Country
9338,25,Location
9338,25,Location
9338,25,Location
9338,25,Location
9338,25,Location
9338,25,Location
9338,25,Location
9338,25,Location
9339,8,Birthdate
9339,8,Birthdate
9339,9,Place of Birth
9339,11,Citizenship Country
9339,10,Nationality Country
9339,25,Location
9339,25,Location
9339,25,Location
9339,25,Location
9339,25,Location
9339,25,Location
9339,25,Location
9340,8,Birthdate
9340,8,Birthdate
9340,8,Birthdate
9340,8,Birthdate
9340,8,Birthdate
9340,8,Birthdate
9340,9,Place of Birth
9340,11,Citizenship Country
9340,11,Citizenship Country
9340,10,Nationality Country
9340,25,Location
9341,8,Birthdate
9341,9,Place of Birth
9341,11,Citizenship Country
9341,10,Nationality Country
9341,8,Birthdate
9341,25,Location
9341,25,Location
9342,8,Birthdate
9342,10,Nationality Country
9342,25,Location
9342,26,Title
9343,8,Birthdate
9343,10,Nationality Country
9343,9,Place of Birth
9343,25,Location
9343,26,Title
9344,8,Birthdate
9344,9,Place of Birth
9344,11,Citizenship Country
9344,11,Citizenship Country
9344,10,Nationality Country
9344,25,Location
9345,504,Secondary sanctions risk:
9345,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9345,25,Location
9345,25,Location
9345,25,Location
9345,25,Location
9345,25,Location
9346,504,Secondary sanctions risk:
9346,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9346,25,Location
9347,504,Secondary sanctions risk:
9347,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9347,25,Location
9347,25,Location
9348,125,Additional Sanctions Information -
9348,25,Location
9349,125,Additional Sanctions Information -
9349,25,Location
9349,25,Location
9349,25,Location
9350,125,Additional Sanctions Information -
9350,25,Location
9352,25,Location
9353,8,Birthdate
9353,9,Place of Birth
9353,10,Nationality Country
9353,25,Location
9353,25,Location
9354,8,Birthdate
9354,10,Nationality Country
9354,25,Location
9354,25,Location
9356,8,Birthdate
9356,9,Place of Birth
9356,10,Nationality Country
9356,25,Location
9357,8,Birthdate
9357,9,Place of Birth
9357,10,Nationality Country
9357,25,Location
9358,8,Birthdate
9358,9,Place of Birth
9358,10,Nationality Country
9358,25,Location
9385,25,Location
9386,25,Location
9387,25,Location
9388,8,Birthdate
9388,9,Place of Birth
9388,25,Location
9388,25,Location
9390,8,Birthdate
9390,9,Place of Birth
9390,25,Location
9390,25,Location
9391,8,Birthdate
9391,9,Place of Birth
9391,25,Location
9391,25,Location
9391,25,Location
9392,8,Birthdate
9392,11,Citizenship Country
9392,10,Nationality Country
9392,25,Location
9392,25,Location
9392,25,Location
9393,8,Birthdate
9393,9,Place of Birth
9393,11,Citizenship Country
9393,10,Nationality Country
9393,25,Location
9393,25,Location
9394,8,Birthdate
9394,8,Birthdate
9394,9,Place of Birth
9394,11,Citizenship Country
9394,10,Nationality Country
9394,25,Location
9394,25,Location
9394,25,Location
9394,25,Location
9395,8,Birthdate
9395,9,Place of Birth
9395,11,Citizenship Country
9395,10,Nationality Country
9395,25,Location
9395,25,Location
9396,8,Birthdate
9396,9,Place of Birth
9396,11,Citizenship Country
9396,10,Nationality Country
9396,25,Location
9396,25,Location
9397,8,Birthdate
9397,9,Place of Birth
9397,11,Citizenship Country
9397,10,Nationality Country
9397,25,Location
9397,25,Location
9397,25,Location
9397,25,Location
9398,8,Birthdate
9398,9,Place of Birth
9398,11,Citizenship Country
9398,10,Nationality Country
9398,25,Location
9398,25,Location
9398,25,Location
9399,8,Birthdate
9399,9,Place of Birth
9399,11,Citizenship Country
9399,10,Nationality Country
9399,25,Location
9399,25,Location
9399,25,Location
9399,25,Location
9399,25,Location
9399,25,Location
9400,25,Location
9401,25,Location
9402,25,Location
9403,25,Location
9403,25,Location
9403,25,Location
9403,25,Location
9404,25,Location
9404,25,Location
9405,25,Location
9406,25,Location
9407,25,Location
9408,25,Location
9408,25,Location
9410,8,Birthdate
9410,11,Citizenship Country
9410,10,Nationality Country
9410,25,Location
9410,25,Location
9410,25,Location
9411,8,Birthdate
9411,9,Place of Birth
9411,11,Citizenship Country
9411,10,Nationality Country
9411,25,Location
9411,25,Location
9412,8,Birthdate
9412,9,Place of Birth
9412,11,Citizenship Country
9412,10,Nationality Country
9412,25,Location
9412,25,Location
9414,8,Birthdate
9414,9,Place of Birth
9414,11,Citizenship Country
9414,10,Nationality Country
9414,25,Location
9414,25,Location
9415,8,Birthdate
9415,9,Place of Birth
9415,10,Nationality Country
9415,25,Location
9415,26,Title
9443,8,Birthdate
9443,9,Place of Birth
9443,224,Gender
9443,10,Nationality Country
9443,25,Location
9451,11,Citizenship Country
9451,11,Citizenship Country
9451,8,Birthdate
9451,9,Place of Birth
9451,25,Location
9480,8,Birthdate
9480,9,Place of Birth
9480,10,Nationality Country
9480,25,Location
9483,8,Birthdate
9483,10,Nationality Country
9483,9,Place of Birth
9483,25,Location
9484,10,Nationality Country
9484,9,Place of Birth
9484,8,Birthdate
9484,25,Location
9485,8,Birthdate
9485,10,Nationality Country
9485,9,Place of Birth
9485,25,Location
9486,8,Birthdate
9486,10,Nationality Country
9486,25,Location
9519,504,Secondary sanctions risk:
9519,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9519,25,Location
9520,504,Secondary sanctions risk:
9520,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9520,25,Location
9521,504,Secondary sanctions risk:
9521,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9521,25,Location
9523,504,Secondary sanctions risk:
9523,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9523,25,Location
9524,504,Secondary sanctions risk:
9524,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9524,25,Location
9525,504,Secondary sanctions risk:
9525,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9525,25,Location
9526,504,Secondary sanctions risk:
9526,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9526,25,Location
9526,25,Location
9526,25,Location
9527,504,Secondary sanctions risk:
9527,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9527,25,Location
9527,25,Location
9527,25,Location
9528,8,Birthdate
9528,25,Location
9529,8,Birthdate
9529,25,Location
9529,25,Location
9530,8,Birthdate
9530,25,Location
9530,25,Location
9531,8,Birthdate
9531,25,Location
9531,25,Location
9532,8,Birthdate
9532,25,Location
9532,25,Location
9533,8,Birthdate
9533,25,Location
9533,25,Location
9533,25,Location
9533,25,Location
9533,25,Location
9533,25,Location
9533,25,Location
9533,25,Location
9534,8,Birthdate
9534,25,Location
9534,25,Location
9534,25,Location
9534,25,Location
9534,25,Location
9534,25,Location
9534,25,Location
9534,25,Location
9534,25,Location
9534,25,Location
9535,8,Birthdate
9535,25,Location
9535,25,Location
9535,25,Location
9535,25,Location
9535,25,Location
9535,25,Location
9535,25,Location
9535,25,Location
9535,25,Location
9536,8,Birthdate
9536,25,Location
9536,25,Location
9536,25,Location
9536,25,Location
9536,25,Location
9536,25,Location
9536,25,Location
9537,8,Birthdate
9537,25,Location
9537,25,Location
9537,25,Location
9537,25,Location
9537,25,Location
9537,25,Location
9537,25,Location
9538,8,Birthdate
9538,25,Location
9538,25,Location
9538,25,Location
9538,25,Location
9538,25,Location
9538,25,Location
9538,25,Location
9538,25,Location
9539,25,Location
9540,25,Location
9541,25,Location
9542,25,Location
9543,25,Location
9544,25,Location
9545,25,Location
9546,25,Location
9547,25,Location
9547,25,Location
9548,25,Location
9549,25,Location
9550,25,Location
9551,25,Location
9552,25,Location
9553,25,Location
9554,25,Location
9559,8,Birthdate
9559,9,Place of Birth
9559,11,Citizenship Country
9559,25,Location
9559,25,Location
9559,25,Location
9559,25,Location
9559,25,Location
9562,8,Birthdate
9562,9,Place of Birth
9562,25,Location
9562,25,Location
9563,8,Birthdate
9563,9,Place of Birth
9563,11,Citizenship Country
9563,10,Nationality Country
9563,25,Location
9563,25,Location
9563,25,Location
9564,8,Birthdate
9564,9,Place of Birth
9564,9,Place of Birth
9564,11,Citizenship Country
9564,8,Birthdate
9564,8,Birthdate
9564,25,Location
9564,25,Location
9566,8,Birthdate
9566,9,Place of Birth
9566,9,Place of Birth
9566,11,Citizenship Country
9566,25,Location
9566,25,Location
9566,25,Location
9567,8,Birthdate
9567,9,Place of Birth
9567,9,Place of Birth
9567,11,Citizenship Country
9567,25,Location
9567,25,Location
9568,8,Birthdate
9568,9,Place of Birth
9568,9,Place of Birth
9568,11,Citizenship Country
9568,25,Location
9568,25,Location
9568,25,Location
9568,25,Location
9570,25,Location
9571,25,Location
9571,25,Location
9572,25,Location
9583,8,Birthdate
9583,9,Place of Birth
9583,10,Nationality Country
9583,25,Location
9584,8,Birthdate
9584,8,Birthdate
9584,9,Place of Birth
9584,10,Nationality Country
9584,25,Location
9585,8,Birthdate
9585,8,Birthdate
9585,9,Place of Birth
9585,10,Nationality Country
9585,25,Location
9586,8,Birthdate
9586,9,Place of Birth
9586,10,Nationality Country
9586,25,Location
9586,25,Location
9587,8,Birthdate
9587,9,Place of Birth
9587,10,Nationality Country
9587,8,Birthdate
9587,25,Location
9587,25,Location
9588,8,Birthdate
9588,10,Nationality Country
9588,9,Place of Birth
9588,25,Location
9588,25,Location
9589,8,Birthdate
9589,10,Nationality Country
9589,9,Place of Birth
9589,25,Location
9589,25,Location
9591,8,Birthdate
9591,9,Place of Birth
9591,10,Nationality Country
9591,25,Location
9591,25,Location
9591,25,Location
9593,8,Birthdate
9593,8,Birthdate
9593,8,Birthdate
9593,8,Birthdate
9593,9,Place of Birth
9593,9,Place of Birth
9593,10,Nationality Country
9593,25,Location
9595,8,Birthdate
9595,9,Place of Birth
9595,25,Location
9596,8,Birthdate
9596,10,Nationality Country
9596,9,Place of Birth
9596,25,Location
9597,11,Citizenship Country
9597,8,Birthdate
9597,9,Place of Birth
9597,25,Location
9598,8,Birthdate
9598,8,Birthdate
9598,9,Place of Birth
9598,25,Location
9599,11,Citizenship Country
9599,8,Birthdate
9599,9,Place of Birth
9599,25,Location
9600,25,Location
9600,25,Location
9601,25,Location
9602,25,Location
9603,25,Location
9603,25,Location
9603,25,Location
9603,25,Location
9603,25,Location
9608,9,Place of Birth
9608,8,Birthdate
9608,25,Location
9608,26,Title
9609,125,Additional Sanctions Information -
9609,25,Location
9609,25,Location
9610,125,Additional Sanctions Information -
9610,25,Location
9610,25,Location
9611,125,Additional Sanctions Information -
9611,25,Location
9613,8,Birthdate
9613,25,Location
9613,26,Title
9614,8,Birthdate
9614,9,Place of Birth
9614,10,Nationality Country
9614,25,Location
9615,8,Birthdate
9615,9,Place of Birth
9615,10,Nationality Country
9615,25,Location
9616,8,Birthdate
9616,8,Birthdate
9616,8,Birthdate
9616,9,Place of Birth
9616,10,Nationality Country
9616,8,Birthdate
9616,25,Location
9617,9,Place of Birth
9617,8,Birthdate
9617,10,Nationality Country
9617,25,Location
9618,504,Secondary sanctions risk:
9618,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9618,25,Location
9619,8,Birthdate
9619,9,Place of Birth
9619,504,Secondary sanctions risk:
9619,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
9619,25,Location
9620,8,Birthdate
9620,9,Place of Birth
9620,25,Location
9620,26,Title
9621,8,Birthdate
9621,25,Location
9621,26,Title
9647,8,Birthdate
9647,9,Place of Birth
9647,224,Gender
9647,10,Nationality Country
9647,504,Secondary sanctions risk:
9647,25,Location
9659,8,Birthdate
9659,9,Place of Birth
9659,25,Location
9749,125,Additional Sanctions Information -
9749,25,Location
9749,25,Location
9749,25,Location
9749,25,Location
9750,125,Additional Sanctions Information -
9750,25,Location
9753,125,Additional Sanctions Information -
9753,25,Location
9754,8,Birthdate
9754,8,Birthdate
9754,9,Place of Birth
9754,10,Nationality Country
9754,125,Additional Sanctions Information -
9754,25,Location
9754,25,Location
9754,25,Location
9756,25,Location
9757,10,Nationality Country
9757,11,Citizenship Country
9757,8,Birthdate
9757,25,Location
9757,25,Location
9758,8,Birthdate
9758,8,Birthdate
9758,9,Place of Birth
9758,11,Citizenship Country
9758,11,Citizenship Country
9758,11,Citizenship Country
9758,10,Nationality Country
9758,25,Location
9758,25,Location
9758,25,Location
9758,25,Location
9758,25,Location
9758,25,Location
9759,25,Location
9759,25,Location
9759,25,Location
9760,8,Birthdate
9760,9,Place of Birth
9760,8,Birthdate
9760,224,Gender
9760,10,Nationality Country
9760,25,Location
9760,25,Location
9761,9,Place of Birth
9761,8,Birthdate
9761,25,Location
9761,26,Title
9762,8,Birthdate
9762,9,Place of Birth
9762,25,Location
9762,26,Title
9763,125,Additional Sanctions Information -
9763,25,Location
9764,125,Additional Sanctions Information -
9764,25,Location
9766,8,Birthdate
9766,9,Place of Birth
9766,25,Location
9766,26,Title
9768,8,Birthdate
9768,9,Place of Birth
9768,25,Location
9768,26,Title
9769,8,Birthdate
9769,9,Place of Birth
9769,9,Place of Birth
9769,25,Location
9769,26,Title
9770,8,Birthdate
9770,9,Place of Birth
9770,25,Location
9770,26,Title
9771,8,Birthdate
9771,9,Place of Birth
9771,25,Location
9771,26,Title
9797,8,Birthdate
9797,9,Place of Birth
9797,25,Location
9797,26,Title
9898,8,Birthdate
9898,25,Location
9898,26,Title
9932,8,Birthdate
9932,10,Nationality Country
9932,11,Citizenship Country
9932,8,Birthdate
9932,9,Place of Birth
9932,25,Location
9932,26,Title
9935,9,Place of Birth
9935,10,Nationality Country
9935,8,Birthdate
9935,9,Place of Birth
9935,10,Nationality Country
9935,25,Location
9936,25,Location
9936,25,Location
9941,8,Birthdate
9941,25,Location
9941,26,Title
9947,25,Location
9948,25,Location
9948,25,Location
9948,25,Location
9948,25,Location
9948,25,Location
9949,125,Additional Sanctions Information -
9949,25,Location
9964,125,Additional Sanctions Information -
9964,25,Location
9965,125,Additional Sanctions Information -
9965,25,Location
9965,25,Location
9965,25,Location
9965,25,Location
9965,25,Location
9965,25,Location
9965,25,Location
9966,8,Birthdate
9966,8,Birthdate
9966,8,Birthdate
9966,125,Additional Sanctions Information -
9966,25,Location
9971,25,Location
9971,25,Location
9971,25,Location
9972,25,Location
9973,25,Location
9974,25,Location
9974,25,Location
9975,25,Location
9975,25,Location
9976,8,Birthdate
9976,9,Place of Birth
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9976,25,Location
9978,8,Birthdate
9978,9,Place of Birth
9978,25,Location
9978,25,Location
9978,25,Location
9979,8,Birthdate
9979,9,Place of Birth
9979,25,Location
9979,25,Location
9979,25,Location
9979,25,Location
9982,8,Birthdate
9982,9,Place of Birth
9982,25,Location
9982,25,Location
9982,25,Location
9982,25,Location
9982,25,Location
9982,25,Location
9982,25,Location
9982,25,Location
9983,25,Location
9983,25,Location
9990,8,Birthdate
9990,9,Place of Birth
9990,25,Location
9990,25,Location
9991,8,Birthdate
9991,25,Location
9992,8,Birthdate
9992,9,Place of Birth
9992,11,Citizenship Country
9992,10,Nationality Country
9992,25,Location
9993,8,Birthdate
9993,9,Place of Birth
9993,25,Location
9994,8,Birthdate
9994,25,Location
9994,25,Location
9995,8,Birthdate
9995,9,Place of Birth
9995,11,Citizenship Country
9995,10,Nationality Country
9995,25,Location
9995,25,Location
9995,25,Location
9995,25,Location
9996,8,Birthdate
9996,25,Location
9996,25,Location
9996,25,Location
9999,8,Birthdate
9999,9,Place of Birth
9999,25,Location
9999,25,Location
9999,25,Location
10000,8,Birthdate
10000,9,Place of Birth
10000,11,Citizenship Country
10000,10,Nationality Country
10000,25,Location
10000,25,Location
10001,25,Location
10001,25,Location
10002,25,Location
10003,25,Location
10003,25,Location
10003,25,Location
10004,25,Location
10005,25,Location
10007,11,Citizenship Country
10007,8,Birthdate
10007,8,Birthdate
10007,9,Place of Birth
10007,25,Location
10009,11,Citizenship Country
10009,8,Birthdate
10009,25,Location
10010,8,Birthdate
10010,10,Nationality Country
10010,25,Location
10011,11,Citizenship Country
10011,8,Birthdate
10011,25,Location
10012,504,Secondary sanctions risk:
10012,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
10012,25,Location
10030,8,Birthdate
10030,8,Birthdate
10030,9,Place of Birth
10030,25,Location
10030,26,Title
10033,8,Birthdate
10033,9,Place of Birth
10033,25,Location
10033,26,Title
10034,8,Birthdate
10034,9,Place of Birth
10034,8,Birthdate
10034,25,Location
10034,26,Title
10035,8,Birthdate
10035,9,Place of Birth
10035,8,Birthdate
10035,25,Location
10035,26,Title
10036,8,Birthdate
10036,9,Place of Birth
10036,25,Location
10036,26,Title
10042,8,Birthdate
10042,9,Place of Birth
10042,11,Citizenship Country
10042,11,Citizenship Country
10042,125,Additional Sanctions Information -
10042,25,Location
10043,8,Birthdate
10043,9,Place of Birth
10043,9,Place of Birth
10043,11,Citizenship Country
10043,25,Location
10044,8,Birthdate
10044,9,Place of Birth
10044,11,Citizenship Country
10044,11,Citizenship Country
10044,125,Additional Sanctions Information -
10044,25,Location
10045,8,Birthdate
10045,9,Place of Birth
10045,125,Additional Sanctions Information -
10045,25,Location
10046,25,Location
10047,8,Birthdate
10047,9,Place of Birth
10047,11,Citizenship Country
10047,11,Citizenship Country
10047,125,Additional Sanctions Information -
10047,25,Location
10047,25,Location
10048,8,Birthdate
10048,11,Citizenship Country
10048,9,Place of Birth
10048,125,Additional Sanctions Information -
10048,25,Location
10049,9,Place of Birth
10049,11,Citizenship Country
10049,11,Citizenship Country
10049,11,Citizenship Country
10049,8,Birthdate
10049,125,Additional Sanctions Information -
10049,25,Location
10049,25,Location
10050,9,Place of Birth
10050,8,Birthdate
10050,11,Citizenship Country
10050,11,Citizenship Country
10050,125,Additional Sanctions Information -
10050,25,Location
10051,8,Birthdate
10051,9,Place of Birth
10051,11,Citizenship Country
10051,11,Citizenship Country
10051,125,Additional Sanctions Information -
10051,25,Location
10052,125,Additional Sanctions Information -
10052,25,Location
10053,125,Additional Sanctions Information -
10053,25,Location
10053,25,Location
10053,25,Location
10114,8,Birthdate
10114,9,Place of Birth
10114,10,Nationality Country
10114,25,Location
10116,25,Location
10116,25,Location
10116,25,Location
10117,25,Location
10117,25,Location
10118,25,Location
10118,25,Location
10119,8,Birthdate
10119,10,Nationality Country
10119,9,Place of Birth
10119,9,Place of Birth
10119,25,Location
10119,26,Title
10122,125,Additional Sanctions Information -
10122,25,Location
10128,25,Location
10129,25,Location
10130,25,Location
10131,9,Place of Birth
10131,8,Birthdate
10131,10,Nationality Country
10131,25,Location
10132,8,Birthdate
10132,25,Location
10132,25,Location
10132,25,Location
10133,14,Website
10133,25,Location
10133,25,Location
10133,25,Location
10133,25,Location
10136,8,Birthdate
10136,9,Place of Birth
10136,10,Nationality Country
10136,11,Citizenship Country
10136,25,Location
10136,26,Title
10137,10,Nationality Country
10137,11,Citizenship Country
10137,8,Birthdate
10137,9,Place of Birth
10137,25,Location
10137,26,Title
10138,11,Citizenship Country
10138,10,Nationality Country
10138,8,Birthdate
10138,9,Place of Birth
10138,224,Gender
10138,25,Location
10138,26,Title
10139,11,Citizenship Country
10139,8,Birthdate
10139,10,Nationality Country
10139,9,Place of Birth
10139,25,Location
10139,26,Title
10140,11,Citizenship Country
10140,8,Birthdate
10140,10,Nationality Country
10140,9,Place of Birth
10140,25,Location
10140,26,Title
10142,11,Citizenship Country
10142,8,Birthdate
10142,10,Nationality Country
10142,9,Place of Birth
10142,25,Location
10142,26,Title
10143,25,Location
10143,25,Location
10144,25,Location
10145,25,Location
10146,25,Location
10146,25,Location
10148,8,Birthdate
10148,9,Place of Birth
10148,11,Citizenship Country
10148,25,Location
10153,125,Additional Sanctions Information -
10153,25,Location
10154,8,Birthdate
10154,9,Place of Birth
10154,10,Nationality Country
10154,25,Location
10154,26,Title
10155,10,Nationality Country
10155,8,Birthdate
10155,25,Location
10155,26,Title
10226,25,Location
10234,25,Location
10271,9,Place of Birth
10271,25,Location
10278,8,Birthdate
10278,9,Place of Birth
10278,25,Location
10313,9,Place of Birth
10313,25,Location
10325,11,Citizenship Country
10325,8,Birthdate
10325,8,Birthdate
10325,9,Place of Birth
10325,10,Nationality Country
10325,25,Location
10327,8,Birthdate
10327,9,Place of Birth
10327,25,Location
10329,8,Birthdate
10329,9,Place of Birth
10329,25,Location
10330,8,Birthdate
10330,9,Place of Birth
10330,224,Gender
10330,10,Nationality Country
10330,25,Location
10351,8,Birthdate
10351,9,Place of Birth
10351,11,Citizenship Country
10351,10,Nationality Country
10351,25,Location
10352,8,Birthdate
10352,9,Place of Birth
10352,25,Location
10353,8,Birthdate
10353,9,Place of Birth
10353,11,Citizenship Country
10353,10,Nationality Country
10353,25,Location
10353,25,Location
10354,8,Birthdate
10354,9,Place of Birth
10354,11,Citizenship Country
10354,10,Nationality Country
10354,25,Location
10354,25,Location
10354,25,Location
10354,25,Location
10355,8,Birthdate
10355,9,Place of Birth
10355,11,Citizenship Country
10355,10,Nationality Country
10355,25,Location
10355,25,Location
10355,25,Location
10356,8,Birthdate
10356,9,Place of Birth
10356,11,Citizenship Country
10356,10,Nationality Country
10356,25,Location
10356,25,Location
10356,25,Location
10356,25,Location
10357,8,Birthdate
10357,8,Birthdate
10357,9,Place of Birth
10357,11,Citizenship Country
10357,10,Nationality Country
10357,25,Location
10357,25,Location
10357,25,Location
10357,25,Location
10357,25,Location
10358,8,Birthdate
10358,9,Place of Birth
10358,11,Citizenship Country
10358,10,Nationality Country
10358,25,Location
10358,25,Location
10358,25,Location
10358,25,Location
10358,25,Location
10358,25,Location
10359,8,Birthdate
10359,9,Place of Birth
10359,9,Place of Birth
10359,11,Citizenship Country
10359,10,Nationality Country
10359,25,Location
10359,25,Location
10359,25,Location
10359,25,Location
10359,25,Location
10359,25,Location
