FixedRef,FeatureType,Value
37444,1,Vessel Call Sign
37445,2,VESSEL TYPE
37445,3,Vessel Flag
37445,6,Vessel Gross Registered Tonnage
37445,1,Vessel Call Sign
37446,647,Organization Type:
37446,826,Target Type
37446,25,Location
37447,646,Organization Established Date
37447,25,Location
37447,25,Location
37448,646,Organization Established Date
37448,504,Secondary sanctions risk:
37448,25,Location
37449,826,Target Type
37449,647,Organization Type:
37449,25,Location
37449,25,Location
37450,646,Organization Established Date
37450,504,Secondary sanctions risk:
37450,25,Location
37451,11,Citizenship Country
37451,8,Birthdate
37451,224,Gender
37451,10,Nationality Country
37451,9,Place of Birth
37451,25,Location
37452,646,Organization Established Date
37452,504,Secondary sanctions risk:
37452,25,Location
37453,646,Organization Established Date
37453,504,Secondary sanctions risk:
37453,25,Location
37454,3,Vessel Flag
37454,2,VESSEL TYPE
37454,6,Vessel Gross Registered Tonnage
37454,1,Vessel Call Sign
37454,504,Secondary sanctions risk:
37455,47,Aircraft Model
37455,50,Aircraft Manufacturer’s Serial Number (MSN)
37455,64,Aircraft Tail Number
37455,45,Aircraft Manufacture Date
37455,504,Secondary sanctions risk:
37456,47,Aircraft Model
37456,50,Aircraft Manufacturer’s Serial Number (MSN)
37456,64,Aircraft Tail Number
37456,504,Secondary sanctions risk:
37476,8,Birthdate
37476,9,Place of Birth
37476,10,Nationality Country
37476,224,Gender
37476,504,Secondary sanctions risk:
37476,25,Location
37477,11,Citizenship Country
37477,11,Citizenship Country
37477,11,Citizenship Country
37477,8,Birthdate
37477,8,Birthdate
37477,9,Place of Birth
37477,224,Gender
37477,10,Nationality Country
37477,10,Nationality Country
37477,504,Secondary sanctions risk:
37477,25,Location
37478,646,Organization Established Date
37478,25,Location
37479,1,Vessel Call Sign
37479,2,VESSEL TYPE
37479,3,Vessel Flag
37480,9,Place of Birth
37480,10,Nationality Country
37480,11,Citizenship Country
37480,8,Birthdate
37480,10,Nationality Country
37480,11,Citizenship Country
37480,224,Gender
37480,504,Secondary sanctions risk:
37480,25,Location
37481,646,Organization Established Date
37481,25,Location
37482,1,Vessel Call Sign
37482,2,VESSEL TYPE
37482,3,Vessel Flag
37483,504,Secondary sanctions risk:
37483,25,Location
37484,14,Website
37484,504,Secondary sanctions risk:
37484,647,Organization Type:
37484,647,Organization Type:
37484,25,Location
37484,25,Location
37484,25,Location
37484,25,Location
37485,14,Website
37485,806,ISIN
37485,504,Secondary sanctions risk:
37485,25,Location
37485,25,Location
37486,504,Secondary sanctions risk:
37486,646,Organization Established Date
37486,647,Organization Type:
37486,647,Organization Type:
37486,25,Location
37487,504,Secondary sanctions risk:
37487,25,Location
37488,504,Secondary sanctions risk:
37488,14,Website
37488,646,Organization Established Date
37488,647,Organization Type:
37488,647,Organization Type:
37488,25,Location
37488,25,Location
37489,504,Secondary sanctions risk:
37489,224,Gender
37489,10,Nationality Country
37489,8,Birthdate
37489,25,Location
37490,8,Birthdate
37490,224,Gender
37490,504,Secondary sanctions risk:
37490,11,Citizenship Country
37490,9,Place of Birth
37490,25,Location
37491,224,Gender
37491,8,Birthdate
37491,11,Citizenship Country
37491,504,Secondary sanctions risk:
37491,9,Place of Birth
37491,25,Location
37498,646,Organization Established Date
37498,25,Location
37499,8,Birthdate
37499,9,Place of Birth
37499,10,Nationality Country
37499,224,Gender
37499,25,Location
37500,8,Birthdate
37500,224,Gender
37500,10,Nationality Country
37500,25,Location
37501,8,Birthdate
37501,224,Gender
37501,10,Nationality Country
37501,25,Location
37502,8,Birthdate
37502,224,Gender
37502,10,Nationality Country
37502,25,Location
37503,25,Location
37504,25,Location
37505,646,Organization Established Date
37505,25,Location
37505,25,Location
37505,25,Location
37505,25,Location
37506,8,Birthdate
37506,9,Place of Birth
37506,224,Gender
37506,10,Nationality Country
37506,25,Location
37507,8,Birthdate
37507,9,Place of Birth
37507,224,Gender
37507,10,Nationality Country
37507,11,Citizenship Country
37507,10,Nationality Country
37507,25,Location
37508,8,Birthdate
37508,9,Place of Birth
37508,224,Gender
37508,10,Nationality Country
37508,25,Location
37509,8,Birthdate
37509,9,Place of Birth
37509,224,Gender
37509,10,Nationality Country
37509,25,Location
37516,10,Nationality Country
37516,8,Birthdate
37516,224,Gender
37516,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
37516,504,Secondary sanctions risk:
37516,25,Location
37517,164,BIK (RU)
37517,504,Secondary sanctions risk:
37517,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
37517,13,SWIFT/BIC
37517,25,Location
37518,826,Target Type
37518,504,Secondary sanctions risk:
37518,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
37518,25,Location
37518,25,Location
37519,25,Location
37520,646,Organization Established Date
37520,25,Location
37521,646,Organization Established Date
37521,25,Location
37522,646,Organization Established Date
37522,25,Location
37523,646,Organization Established Date
37523,25,Location
37524,646,Organization Established Date
37524,25,Location
37525,646,Organization Established Date
37525,25,Location
37526,646,Organization Established Date
37526,25,Location
37527,646,Organization Established Date
37527,25,Location
37577,8,Birthdate
37577,9,Place of Birth
37577,224,Gender
37577,10,Nationality Country
37577,25,Location
37578,647,Organization Type:
37578,646,Organization Established Date
37578,826,Target Type
37578,25,Location
37596,8,Birthdate
37596,9,Place of Birth
37596,10,Nationality Country
37596,224,Gender
37596,25,Location
37616,8,Birthdate
37616,9,Place of Birth
37616,224,Gender
37616,10,Nationality Country
37616,25,Location
37617,8,Birthdate
